,Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
5671,2020-09-28 18:00:00,3248.2334904,30.6060276,75.55263743333333,22.1998683,82.02158366666667,15.5096509,71.17790296666666,24.695207733333334,18.129255533333332,22.782615500000002,13.243266266666666,7.4505573,69.9520624,24.892222866666668,5.435131533333333,7.478698166666666,19.800387033333333,24.81571543333333,1673.6333373999998,2725.3236572,90.1489191,17.57293986666667,5549.633467533334,-14.803085,23.274264366666667
5672,2020-09-28 18:30:00,3118.0001274799997,28.63716428,76.69313532,21.75225472,85.66008052,14.426255000000001,70.89011436,24.472510040000003,18.31483204,21.50736124,12.61261664,7.49257932,63.946893360000004,23.527156960000003,5.42885068,7.519598200000001,19.782867879999998,23.54678604,1675.80003416,2792.2175878,89.9656738,18.04531564,5413.960268399999,-14.803085,23.23660624
5673,2020-09-28 19:00:00,2189.761983904762,27.354134428571427,76.94711514285714,21.56862495238095,87.57582671428571,13.88442480952381,70.96281614285715,24.370472142857142,18.82834,21.08299642857143,11.350539857142858,7.626672428571429,55.313581523809525,23.014695666666665,6.036110857142857,7.651120904761905,19.32284161904762,22.96293514285714,1679.5238501904762,2866.647844571429,88.31412652380952,18.877836095238095,4325.762113904762,-14.803085,23.226792714285715
5674,2020-09-28 19:30:00,1550.0000587692307,24.877094307692307,77.5545373076923,21.47553346153846,88.9828506923077,14.027976923076922,71.2599626923077,24.362777615384616,20.361438307692307,20.96354876923077,10.241681538461538,8.036488923076924,44.66883915384616,22.583273769230768,6.56398676923077,8.049108384615383,19.30019369230769,22.42597823076923,1683.538499076923,2919.0055964615385,83.11866046153847,20.805938923076926,3583.4616604615385,-14.803085,23.229573615384616
5675,2020-09-28 20:00:00,1454.3889702777776,25.31064388888889,77.81884472222222,21.416854222222224,90.02735611111112,13.847421444444443,71.55361177777779,24.39584588888889,20.702610055555553,21.127055944444447,10.329172555555555,8.15517111111111,45.43591955555556,22.270018611111112,6.571383055555556,8.158996277777778,18.888525555555553,22.571260277777778,1692.111233111111,2999.3593477777777,77.83073205555556,21.55999016666667,3477.2779472222223,-14.803085000000001,23.179358999999998
5676,2020-09-28 20:30:00,942.0556121666666,24.218786333333334,77.56306611111111,21.29018027777778,88.88481138888888,13.798572722222223,71.7596881111111,24.351473555555557,20.999803222222223,21.141400666666666,9.623213666666667,8.276475166666666,42.18055733333333,22.134551777777776,7.232769555555556,8.275268888888888,19.680018166666667,22.364763333333332,1692.1667886666664,2949.9241129444445,75.89030072222222,22.363066833333335,2865.6667344444445,-14.803085000000001,23.01169
5677,2020-09-28 21:00:00,845.0000569,23.5241867,76.9514962,21.208913000000003,88.2713128,13.702992,71.2005784,24.2657279,21.2187932,21.362682,9.5255106,8.275606400000001,38.194888199999994,21.9515623,7.2067778,8.2648772,19.698491999999998,22.220388500000002,1691.500122,3036.5174316000002,71.9732712,22.7755108,2752.0000976,-14.803085,23.224255199999998
5678,2020-09-28 21:30:00,862.4000184,21.8754938,76.3470106,21.159307000000002,88.2095398,13.7061392,70.6761324,24.2592056,21.6113116,21.5205222,9.5904156,8.3105394,33.561062199999995,21.739581,7.2353971999999995,8.2892106,20.2723794,22.0052856,1691.8000975999998,3079.3662598,69.1276046,23.338402600000002,2770.000122,-14.803085,23.2016186
5679,2020-09-28 22:00:00,1962.0001524999998,22.250991499999998,76.43517299999999,21.021575,88.0370025,13.580767,70.4638975,24.176302,21.1646535,21.1865185,10.8182175,8.199607,38.5062075,21.390586,5.983756,8.1122715,19.532116,21.721676000000002,1695.500122,3129.6916499999998,67.6191065,22.8602825,4094.000122,-14.803085,23.231225000000002
5680,2020-09-28 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5681,2020-09-28 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5682,2020-09-28 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5683,2020-09-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5684,2020-09-29 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5685,2020-09-29 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5686,2020-09-29 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5687,2020-09-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5688,2020-09-29 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5689,2020-09-29 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5690,2020-09-29 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5691,2020-09-29 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5692,2020-09-29 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5693,2020-09-29 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5694,2020-09-29 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5695,2020-09-29 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5696,2020-09-29 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5697,2020-09-29 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5698,2020-09-29 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5699,2020-09-29 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5700,2020-09-29 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5701,2020-09-29 09:00:00,874.5000075,23.879644499999998,73.0596585,21.6785615,83.9757955,14.465118,69.78694899999999,24.472044,22.091285,21.7862255,10.1187915,8.482393,33.125474,21.8528625,7.3221229999999995,8.3703435,20.8377305,22.175618999999998,1693.500122,3064.4340819999998,65.0840185,24.063153,2790.5000609999997,-14.803085,23.460182500000002
5702,2020-09-29 09:30:00,2050.4286117142856,27.486485499999997,72.72397285714285,21.893960928571428,82.90566371428572,14.793479857142858,69.94580135714286,24.56585564285714,20.214371642857145,22.15866385714286,11.366674857142856,8.019631857142857,50.83868514285714,20.326966,6.274418785714286,7.971755285714286,20.421562785714286,23.19997257142857,1705.2858362857144,3071.1909355,72.11272435714285,21.103640000000002,4190.500156857143,-14.803085,23.336482857142858
5703,2020-09-29 10:00:00,3060.958416583333,30.318835791666668,71.78841429166667,22.41723066666667,80.93629454166667,15.524543333333334,70.56093695833333,24.594494125,19.083114583333334,23.053784333333336,12.931064208333334,7.691296208333334,62.06917858333333,19.752580291666664,5.4989205000000005,7.713626666666666,20.440613541666668,24.254033958333334,1708.4167886666667,2956.4966328333335,79.517124125,19.12630641666667,5365.50013725,-14.803085000000001,23.148385583333333
5704,2020-09-29 10:30:00,4076.466804933333,32.48755826666667,71.1589154,22.644246133333333,78.27104156666665,15.954309700000001,71.06832556666667,24.555952933333334,16.3879503,24.294808033333332,14.607790066666666,7.0970106333333325,75.73271586666667,25.53874773333333,4.9680704,7.1337869666666665,19.248710566666666,25.6963594,1692.8334472,2725.8698242,87.0795856,16.515005133333332,6525.000244,-14.803085,23.338304433333334
5705,2020-09-29 11:00:00,4119.217486782609,32.960789608695656,70.3738257826087,23.070463782608698,75.94649504347827,16.309516347826087,70.51550460869565,25.123490043478263,16.61492013043478,24.67020347826087,14.797054826086958,7.1639544782608695,75.40353756521739,26.213204217391304,4.994925217391304,7.206950217391304,18.903389521739133,26.13789,1680.6957105217389,2687.1752717391305,87.16287926086957,16.89555508695652,6551.478430608695,-14.803085,23.110660565217394
5706,2020-09-29 11:30:00,4191.633463466666,33.79666293333334,70.283821,23.442200633333336,76.06592529999999,16.050678466666668,71.45890630000001,25.256725633333335,16.8694522,25.45546853333333,15.108113766666666,7.220454533333333,76.84360043333332,27.175317099999997,5.076710566666667,7.271490066666667,18.68745576666667,27.244660633333336,1677.2333536666667,2702.5513834333333,88.15091736666666,17.106790766666666,6618.066910666666,-14.803085,23.300442033333336
5707,2020-09-29 12:00:00,4236.733463466667,34.42163673333334,70.20013193333332,23.707830333333334,75.03390296666666,16.178943733333334,71.71213933333334,25.440770433333334,17.286054733333334,25.99660276666667,15.308261933333334,7.3166343666666664,77.48660466666666,27.78767633333333,5.123087866666666,7.362728333333334,18.897839366666666,27.7768837,1671.9666707333333,2710.6830648333334,88.24961,17.334615333333332,6655.433528533334,-14.803085,23.4974212
5708,2020-09-29 12:30:00,4277.366780533333,35.0241479,70.0045436,23.8953262,74.15492986666666,16.474304500000002,72.04942903333334,25.52408826666667,17.49428676666667,26.48194403333333,15.5015053,7.361562466666667,77.99434353333332,28.413932433333333,5.1564871666666665,7.412962566666667,18.970859733333334,28.305396666666663,1668.9333333333334,2722.781331366667,88.24088780000001,17.4641906,6691.333658666666,-14.803085,23.530264333333335
5709,2020-09-29 13:00:00,4287.333430933333,35.13484113333333,70.14885833333332,23.917570666666666,73.78614346666667,16.671362300000002,72.20131583333334,25.4932426,17.6253345,26.643229533333333,15.563363666666667,7.3847076,78.17135243333334,28.556599933333334,5.166215966666667,7.437930966666667,19.024653033333333,28.437676066666665,1668.8666666666666,2714.1812988,88.3631706,17.50657,6702.2336424,-14.803085,23.383432733333333
5710,2020-09-29 13:30:00,4314.366715466666,35.40621376666666,69.88545556666666,24.050931600000002,72.17142046666666,16.701341066666668,72.671924,25.5359267,17.690371733333333,26.870216833333334,15.6617744,7.4082076,78.44873316666667,29.007807633333336,5.182149966666667,7.4656453,19.05935783333333,28.8150212,1667.2333374,2720.6597900333336,88.31130759999999,17.598085066666666,6726.500439199999,-14.803085,23.37374123333333
5711,2020-09-29 14:00:00,4256.6000976000005,34.7526401,70.93438243333334,23.77389156666667,73.62921753333333,15.7638394,72.52282263333333,25.43218166666667,17.7715821,26.258869433333334,15.433582433333333,7.412532266666667,77.98634539999999,28.331029100000002,5.1548750666666665,7.467120466666667,19.25946916666667,28.149506966666667,1668.0333333333333,2719.5222981666666,88.5560043,17.526204600000003,6670.100130133333,-14.803085,23.4083023
5712,2020-09-29 14:30:00,4233.233479733333,34.360858799999995,71.6075977,23.7182534,75.70572326666667,15.451524566666667,72.34802096666667,25.464372500000003,17.924077800000003,25.926921466666666,15.323753233333333,7.4448048,77.92584846666666,28.086503866666664,5.1491006666666665,7.499377966666667,19.557935433333334,27.7921283,1667.4333333333334,2721.8020507666665,88.69693306666666,17.563077500000002,6644.066845599999,-14.803085,23.524673566666667
5713,2020-09-29 15:00:00,4205.733382133333,33.946684499999996,73.07671576666667,23.4774327,78.55545603333333,15.087229533333334,72.84213456666666,25.334079799999998,18.071922066666666,25.556793833333334,15.195777966666666,7.4726102,77.68260956666667,27.597722033333334,5.135570433333333,7.524448033333333,19.733058200000002,27.298018133333336,1668.7,2718.4109619,88.96100589999999,17.570243833333333,6621.1335610666665,-14.803085,23.4678212
5714,2020-09-29 15:30:00,3959.1001220000003,32.909153499999995,75.04725373333333,23.0320054,81.32662166666667,14.9155059,73.47142863333333,25.114196866666667,18.195542566666667,24.62514343333333,14.656682766666668,7.500218933333333,75.7281113,26.723029766666667,5.2049633,7.547576833333333,19.916719266666668,26.436276733333333,1667.9,2725.4929118,89.35584793333334,17.66738946666667,6345.666902533334,-14.803085,23.329223566666666
5715,2020-09-29 16:00:00,3916.1001387666665,32.1473808,77.66307496666667,22.6997032,85.58306043333333,14.211138266666666,74.36701710000001,24.94257513333333,18.376982100000003,23.946014433333335,14.422807533333334,7.567424966666667,75.13975126666666,25.996198333333332,5.179615933333333,7.606523966666667,20.172636133333334,25.754303633333333,1667.2333374,2736.366682866667,89.65514043333333,17.7547417,6301.800199266667,-14.803085,23.305892566666667
5716,2020-09-29 16:30:00,3696.7000976,31.365371233333335,79.61347313333334,22.411942099999997,89.77958763333332,13.590502133333333,75.0701899,24.8116937,18.563002533333336,23.249053166666666,13.996127066666666,7.6331399,72.92184193333334,25.16204593333333,5.283724066666666,7.663071966666666,20.119398333333333,25.0094619,1667.1000040666665,2739.7438964999997,89.96325759999999,17.97673596666667,6053.166983866667,-14.803085,23.2569987
5717,2020-09-29 17:00:00,3657.1001220000003,30.461604933333334,79.72414226666666,22.1509576,90.77449893333332,13.0216399,75.14383983333333,24.656559466666668,18.3009082,22.693978466666668,13.799466099999998,7.573455666666666,73.1467568,24.4028924,5.258889766666667,7.5979828,19.780952133333336,24.2469511,1667.4000081333334,2699.5318685,90.5472166,17.66263233333333,6014.333593599999,-14.803085,23.2480578
5718,2020-09-29 17:30:00,3749.0345416551722,30.117080620689656,80.4086617586207,21.957989103448277,92.68120913793103,12.683920103448276,75.58696037931034,24.545940379310345,18.259637448275864,22.34924182758621,13.665803103448276,7.568953310344828,72.33290789655172,23.935618724137928,5.168495172413793,7.592454068965518,20.13580827586207,23.762419172413793,1670.6206896551723,2776.817744862069,89.40906320689656,17.580327344827587,6133.310630896552,-14.803085,23.26753820689655
5719,2020-09-29 18:00:00,2856.4445527037033,29.410981185185186,80.67356807407407,21.89578614814815,93.32405448148148,12.597138925925925,75.87840648148148,24.517476703703707,18.88038674074074,21.91309325925926,12.176337814814815,7.711583074074074,64.07364285185184,23.68414496296296,5.853712037037037,7.736725074074075,20.32914174074074,23.432646962962963,1669.1851897037036,2797.1740090740736,90.3312774074074,18.77081837037037,5087.000216888889,-14.803085,23.271353962962962
5720,2020-09-29 18:30:00,2224.5601000799998,28.36320392,80.64668972,21.90001008,93.70520444,12.727409999999999,76.01206364,24.52847728,19.28544292,21.642295800000003,11.16550292,7.810604039999999,57.58871144,23.48464916,6.37690808,7.83673456,20.51376132,23.20670092,1670.6400146400001,2810.00695312,90.3650602,19.45996588,4347.16015128,-14.803085,23.31097992
5721,2020-09-29 19:00:00,2568.2273490454545,28.860283636363636,80.608655,21.84149109090909,93.31584027272729,12.698931136363637,76.24032618181819,24.475230818181817,19.18720681818182,21.732937272727273,11.813176045454547,7.785449090909091,60.57234659090909,23.36112309090909,5.973297181818182,7.811734,20.29821877272727,23.194252636363636,1672.318192909091,2851.515247681818,88.92243927272727,19.15317581818182,4753.545726272728,-14.803085,23.300810863636364
5722,2020-09-29 19:30:00,1808.3478873043478,27.642175260869568,80.60967404347825,21.831495260869566,93.20063204347825,12.683909956521738,76.22954091304348,24.50966291304348,19.78040856521739,21.424354695652173,10.839291086956521,7.920888260869566,53.579881086956526,23.113750260869566,6.432109695652174,7.944617217391305,20.18962947826087,22.878085782608697,1674.7826458260868,2878.656005869565,88.12152130434782,20.11272939130435,3862.7392789565215,-14.803085,23.314448130434783
5723,2020-09-29 20:00:00,1571.4286477142855,27.260264857142857,80.72967709523809,21.84801019047619,93.27162604761904,12.620259047619047,76.40179185714285,24.525458857142855,20.174113904761903,21.600006999999998,9.936598857142858,8.021535666666667,48.66312314285714,23.172753,6.98708880952381,8.045338952380952,20.189483428571428,22.901754523809522,1677.8095644761904,2897.8163947142857,86.82488542857143,20.778675238095236,3589.1906679047615,-14.803085,23.32584523809524
5724,2020-09-29 20:30:00,2536.5555986111112,28.252726388888888,81.08085377777778,21.795935333333333,93.78474905555555,13.33251711111111,76.66122611111112,24.445237055555555,19.298779277777776,21.565268833333334,11.531475388888888,7.814474555555555,59.45372422222223,23.074141222222224,6.125400555555555,7.838764222222222,20.810890222222223,22.934278222222222,1682.8334146666666,2926.999688222222,86.4977345,19.48165188888889,4731.889085444444,-14.803085000000001,23.314645
5725,2020-09-29 21:00:00,1685.944530111111,27.415429111111113,81.37680483333332,21.906192777777775,94.54027761111111,12.615935055555557,76.8807895,24.55093927777778,20.638867722222223,21.633290444444444,10.391661277777779,8.136413666666666,50.55693105555556,23.00172294444444,6.825129222222222,8.155410666666667,20.233277611111113,22.904778555555556,1682.9444986666667,2946.9319661111113,85.00704883333333,21.0668105,3728.8334756666663,-14.803085000000001,23.36870811111111
5726,2020-09-29 21:30:00,1910.1429669999998,26.53990471428571,82.17358576190476,21.899961047619048,95.75324814285715,12.250859666666667,77.33256357142857,24.487596761904765,20.37272676190476,21.66941776190476,10.811957047619048,8.061367333333333,53.907879333333334,22.64186104761905,6.4986818571428575,8.08167276190476,20.351507333333334,22.631350095238094,1680.8095644761904,2908.699183857143,86.489826,20.644203714285716,3990.571684190476,-14.803085,23.355841857142856
5727,2020-09-29 22:00:00,1531.454614272727,26.76796709090909,82.6698249090909,21.982269,96.78093236363635,13.623339090909091,77.91160654545455,24.417151818181818,21.140895454545454,21.88409509090909,9.353430545454545,8.291021272727273,46.066210090909095,22.593029636363635,7.537904636363636,8.312643818181819,21.333983454545457,22.575993,1676.6363858181817,2946.0508257272727,84.15508681818181,21.855609454545455,3540.1819845454547,-14.803085,23.340515818181817
5728,2020-09-29 22:30:00,596.3333779999999,23.899409333333335,82.762975,22.109538333333333,96.88642633333335,10.436402333333334,78.52274566666667,24.429304333333334,22.293617,22.389405333333332,8.624356,8.594224333333335,33.476171666666666,22.6844,8.455487333333334,8.603977333333333,21.834813333333333,22.730211,1673.3333333333333,3029.1597493333334,77.97960133333333,23.967794333333334,2432.000081333333,-14.803085000000001,23.453792333333336
5729,2020-09-29 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5730,2020-09-29 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5731,2020-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5732,2020-09-30 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5733,2020-09-30 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5734,2020-09-30 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5735,2020-09-30 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5736,2020-09-30 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5737,2020-09-30 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5738,2020-09-30 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5739,2020-09-30 04:00:00,266.1428785714285,22.635513857142858,82.58442357142857,22.159802285714285,97.79261885714287,18.243683,76.84282657142856,23.922116,22.259208857142855,22.01081842857143,8.805523142857142,8.600328428571428,29.59237242857143,22.278544857142858,8.109449142857143,8.573026,20.979237714285716,22.41687057142857,1680.0000522857142,3026.600306857143,76.35200414285714,23.981342428571427,2056.7144077142857,-14.803085,23.148613285714283
5740,2020-09-30 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5741,2020-09-30 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5742,2020-09-30 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5743,2020-09-30 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5744,2020-09-30 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
5745,2020-09-30 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
5746,2020-09-30 07:30:00,67.0,20.640951,83.469322,21.42264,94.057854,11.707474,79.304634,23.968416,22.171455,20.772135,8.112416,8.192421,23.541445,20.688845,8.142725,8.208352,20.953299,20.87417,1666.0,2966.198486,75.625252,24.085939,1806.000122,-14.803085,23.022215
5747,2020-09-30 08:00:00,474.20001949999994,21.7656694,83.4886947,21.429153200000002,93.906173,12.7280677,79.3392404,23.9861364,21.2496118,20.767347100000002,8.9509717,8.3044613,34.2562603,21.0813604,7.4802518000000005,8.2553461,20.2998665,21.2219176,1669.6,3014.0809326999997,76.9898651,23.2739849,2296.9001586,-14.803085,23.0638551
5748,2020-09-30 08:30:00,1516.4545969090907,24.90699709090909,82.71476254545455,21.496241545454545,92.19810000000001,10.768889818181817,79.21175527272727,24.040273363636366,20.805074727272725,20.98207127272727,9.44739590909091,8.271340363636364,44.990596454545454,20.97506690909091,7.369833181818181,8.233329636363637,20.214131818181816,21.289876363636363,1675.818204,3027.785489272727,79.31967863636363,22.157057727272726,3525.909179636363,-14.803085,23.125783545454546
5749,2020-09-30 09:00:00,1903.187584625,26.043546875,81.6711688125,21.2340594375,87.8995216875,9.1912839375,78.569739875,23.943205250000002,19.51714825,20.6534439375,10.316662125,7.95599725,52.409807125,19.7803010625,6.536266,7.93741575,20.055166875,20.8759915625,1683.250068625,2948.0942688125,82.84962275,20.3559609375,3989.0627135,-14.803085,23.0833084375
